timestamp,latitude,longitude,altitude_m,CO2_ppm,PM2.5,NOx_ppb,SO2_ppb,O3_ppb,temperature_C,humidity_%,wind_speed_mps,rainfall_mm,emission_level
2021-12-28 14:30:39,37.7750487773836,-122.40619188462617,126.48,383.54,41.1,18.49,8.7,54.01,28.6,36.53,2.84,1.38,Medium
2025-03-13 06:36:54,37.777498104306105,-122.43587431026437,108.96,420.7,47.85,3.4,7.93,56.22,31.68,83.53,2.43,2.62,Medium
2020-03-24 23:07:37,37.77144931590322,-122.4274300632296,132.37,395.33,27.62,15.13,7.23,42.88,24.22,83.73,7.86,2.21,Medium
2025-10-12 10:51:34,37.76835382906862,-122.4159300752413,87.2,382.01,52.62,19.7,12.5,50.72,23.04,61.99,1.22,1.85,Medium
2023-05-23 08:57:58,37.78986675685928,-122.4110823633704,129.96,380.57,44.39,10.12,6.8,41.6,37.99,69.23,4.59,0.86,Medium
2023-02-18 06:57:48,37.75621426790962,-122.4194332066695,122.04,403.16,32.0,25.9,4.78,63.96,35.04,54.61,2.98,2.84,Medium
2021-11-06 05:58:40,37.783458317914594,-122.40241365561671,116.2,396.9,35.91,11.8,8.74,35.05,27.65,69.24,0.6,0.58,Medium
2021-04-16 10:38:48,37.765978184724986,-122.43676807128818,129.42,385.31,18.41,27.67,7.59,34.15,28.49,87.96,6.27,2.95,Medium
2022-09-12 02:03:35,37.77728467422579,-122.42822619236274,104.42,393.22,51.18,25.7,8.56,30.49,32.74,69.5,4.98,2.88,Medium
2024-05-17 20:43:59,37.78830976240636,-122.42478532633797,138.91,422.7,36.48,19.01,7.37,52.47,27.2,68.38,2.29,2.41,Medium
2024-12-07 08:24:32,37.77726546625852,-122.41928866232612,90.11,408.14,11.83,14.61,15.65,51.5,18.17,76.86,7.27,1.1,Medium
2025-04-05 20:16:21,37.77921451296324,-122.42326542779894,127.35,412.27,29.27,22.62,5.58,57.26,29.0,59.88,2.11,1.91,Medium
2025-08-20 07:23:02,37.79016835878554,-122.40172377650958,131.77,380.33,38.05,15.03,5.59,20.45,18.98,45.51,8.01,1.36,Medium
2022-03-17 02:47:13,37.756064951399566,-122.4086356902597,143.13,447.5,10.87,-0.71,14.19,52.53,35.99,78.01,2.36,0.26,High
2020-05-06 00:05:49,37.7840397573539,-122.43141321047837,105.99,385.72,56.42,20.11,7.33,35.71,27.7,64.75,8.27,0.52,Medium
2023-06-11 11:41:49,37.78288111481611,-122.42291929044192,89.69,407.7,59.82,8.82,11.61,46.8,19.71,59.74,7.69,2.38,Medium
2025-03-24 10:14:44,37.79084387642276,-122.40354973134113,128.0,420.95,30.19,26.53,6.36,38.25,26.36,48.82,3.55,0.4,Medium
2022-01-02 23:00:18,37.76876875044944,-122.40954191484572,142.55,380.87,49.03,14.73,9.39,41.37,34.15,48.55,1.1,0.4,Medium
2024-08-13 23:53:25,37.75663733428943,-122.42895886433857,141.3,378.28,69.09,33.07,3.19,37.16,31.63,46.43,8.09,2.41,High
2023-10-10 18:00:55,37.779301733818315,-122.4241006215767,101.32,387.96,18.16,22.95,9.3,36.02,22.55,53.66,5.23,1.32,Medium
2021-12-10 10:38:08,37.76105852954666,-122.41118574519223,97.05,379.54,64.1,13.33,12.2,48.67,18.35,65.23,8.65,1.42,High
2023-02-11 09:23:55,37.7613393772675,-122.41687342446184,146.06,404.38,23.42,19.43,11.39,28.9,29.16,51.74,1.32,0.0,Medium
2020-11-09 05:54:33,37.79486829195774,-122.42792613417411,99.63,382.57,31.44,17.59,10.74,38.31,36.12,88.63,2.71,2.64,Medium
2021-04-16 20:27:03,37.78034422538575,-122.43281076415676,110.09,424.99,24.22,22.09,7.93,43.41,27.64,62.67,3.5,2.19,Medium
2021-07-09 01:59:45,37.78892320789227,-122.4173781879752,137.81,387.83,25.05,7.16,6.95,25.42,23.71,87.89,3.47,0.29,Medium
2020-02-13 13:10:27,37.76367557556785,-122.42082599000472,110.33,416.07,44.65,5.29,5.56,55.72,19.04,35.71,8.06,1.43,Medium
2024-01-04 03:53:57,37.789280119025,-122.41100859799104,113.76,382.05,40.35,20.15,6.43,50.39,22.27,72.19,4.35,2.79,Medium
2024-05-12 07:09:45,37.76943290288345,-122.42378848365347,87.43,369.58,46.78,33.74,12.83,54.65,28.29,53.2,8.46,0.93,Medium
2024-06-14 03:25:46,37.79215961547676,-122.40306359570926,134.69,421.56,18.07,26.43,8.72,52.33,19.44,85.0,9.6,0.23,Medium
2020-04-23 14:12:24,37.76208604871822,-122.4162771159195,147.06,378.71,35.08,7.75,11.45,42.95,21.86,45.51,7.8,0.8,Low
2020-01-09 09:54:03,37.77351947889759,-122.40167216601226,145.22,427.96,28.16,10.57,8.1,33.1,27.21,84.54,9.34,1.15,Medium
2021-01-22 07:41:57,37.76770238256734,-122.42252903032255,96.08,367.15,44.52,23.35,9.08,18.96,37.56,46.03,2.55,0.88,Medium
2022-04-08 03:26:43,37.779513913625145,-122.42292213805551,145.41,386.86,58.99,29.12,7.7,40.18,30.98,73.39,6.56,0.96,Medium
2024-07-28 18:23:18,37.77272767160987,-122.4374260174521,119.85,434.36,27.48,26.34,3.03,43.38,19.45,50.97,8.88,0.44,High
2025-11-15 15:15:01,37.764617814467485,-122.40306538958347,86.52,400.31,46.99,19.34,4.71,62.94,23.86,55.63,5.33,0.96,Medium
2025-11-12 14:17:27,37.75995856981614,-122.4056978199414,105.35,390.53,59.99,23.45,4.17,43.71,28.93,58.98,7.61,2.48,Medium
2025-08-25 18:01:21,37.77636430037055,-122.40200711838224,138.45,383.71,29.2,26.73,4.85,19.68,21.15,36.71,9.5,0.72,Medium
2025-03-06 21:13:35,37.778089484597594,-122.41271852571498,143.81,429.89,16.77,24.04,9.88,32.6,28.67,35.01,2.79,0.62,Medium
2022-09-26 08:38:25,37.76256085288201,-122.41922946156828,140.6,362.43,32.85,19.12,11.88,37.51,29.01,79.92,9.62,2.38,Low
2024-11-12 13:03:32,37.75501646871336,-122.4390232057611,136.62,418.95,18.92,28.85,7.58,51.01,28.12,35.99,9.36,0.23,Medium
2022-04-17 13:00:16,37.77438330177294,-122.4042699012907,116.91,361.3,34.65,26.2,4.86,44.74,34.05,48.58,9.05,2.73,Low
2021-12-16 13:28:23,37.772902077222156,-122.42588731826713,107.17,403.53,33.97,17.41,8.04,51.44,19.17,85.66,8.81,1.71,Medium
2023-12-02 18:23:44,37.781059768856814,-122.41465659403711,101.69,385.32,37.69,24.01,6.98,36.16,29.85,80.96,0.91,0.71,Medium
2020-06-08 11:52:13,37.79326096703892,-122.4148639261391,98.32,412.15,31.1,32.96,6.15,43.31,21.83,63.44,9.13,2.41,Medium
2020-07-10 22:44:39,37.77626144452819,-122.40422149225952,108.7,419.22,25.68,19.74,5.19,33.16,36.9,50.55,4.88,2.01,Medium
2025-10-11 12:08:30,37.78166214061268,-122.4343486610966,146.2,408.79,29.36,21.64,7.67,54.53,22.38,59.37,6.37,2.31,Medium
2020-12-21 21:33:14,37.787810409721295,-122.4186670430784,112.33,420.66,44.13,6.06,6.18,60.68,30.58,73.46,7.26,0.16,Medium
2022-06-14 23:12:42,37.79037326157876,-122.4242660967327,132.48,398.63,23.93,20.06,3.56,40.12,33.6,77.42,2.67,2.77,Medium
2021-09-25 16:05:25,37.791481046152086,-122.43487788128661,133.02,364.09,43.58,24.75,7.02,50.33,22.49,60.6,3.02,2.2,Medium
2021-07-10 05:13:48,37.792259496740506,-122.43205681490579,97.69,357.09,18.54,18.31,12.27,39.64,28.18,43.11,6.31,1.7,Low
2020-01-20 06:26:46,37.79274302472275,-122.42961137611904,89.21,381.06,42.55,17.48,7.51,44.75,26.85,37.53,5.67,1.02,Medium
2023-09-03 21:54:13,37.78137606305888,-122.42203804526086,137.36,354.92,38.21,21.03,6.96,43.66,34.25,81.94,9.19,0.8,Low
2025-11-10 16:35:55,37.75665524353475,-122.41058507149071,111.11,403.59,25.8,15.17,6.66,32.85,27.7,54.52,3.55,2.89,Medium
2021-07-10 15:09:49,37.781294794673165,-122.4221366268353,133.45,401.87,47.42,22.24,8.77,25.26,37.24,65.11,1.11,1.93,Medium
2021-10-03 16:18:59,37.76886209697847,-122.40075097097176,136.11,417.02,17.83,27.21,12.46,33.94,19.44,49.12,7.28,1.44,Medium
2020-02-05 13:41:14,37.78572767883041,-122.42883948615712,80.38,376.61,38.16,26.45,6.82,50.54,26.05,46.43,8.23,2.23,Low
2024-10-27 11:45:30,37.76350975282004,-122.40493500199663,145.95,365.58,8.79,22.19,10.55,32.25,28.67,86.92,4.26,2.08,Low
2020-11-03 08:37:21,37.781921294744805,-122.40830669943671,118.97,405.6,28.63,24.44,5.51,35.04,23.39,71.01,4.21,0.58,Medium
2025-05-09 12:10:15,37.79093630921068,-122.41243252204681,124.33,419.29,37.63,13.27,0.69,51.84,29.78,39.91,4.59,0.52,Medium
2021-07-02 17:49:10,37.766215436391455,-122.40360523197178,81.69,432.56,24.33,31.06,14.17,52.78,20.57,36.01,7.05,0.9,High
2020-12-23 21:53:04,37.77830311265493,-122.41887319934678,114.7,414.86,28.57,18.33,7.59,36.52,25.12,63.39,3.4,2.06,Medium
2022-04-03 16:43:31,37.783464765637,-122.43155062873248,128.31,365.46,13.42,2.21,6.45,41.99,31.27,71.62,3.22,1.38,Low
2024-10-27 11:00:02,37.775718243685574,-122.40496756549253,80.38,384.21,31.78,32.0,9.72,49.55,33.21,44.25,8.42,0.59,Medium
2021-09-26 02:37:23,37.774789633915226,-122.43564036282334,100.35,408.65,47.93,28.56,8.5,48.39,31.96,51.03,3.69,0.93,Medium
2020-01-13 19:09:23,37.75541061706072,-122.40453792574166,111.27,408.51,24.28,16.9,7.47,16.0,26.07,72.33,4.5,2.88,Medium
2022-12-07 23:21:44,37.76837390805789,-122.41662070447454,140.28,390.04,40.83,24.05,13.97,46.63,36.93,57.82,3.61,1.82,Medium
2020-08-20 15:20:44,37.7558027433281,-122.43488567421149,122.66,373.44,28.2,26.77,10.24,38.22,19.13,55.32,5.31,1.68,Low
2021-03-02 00:49:23,37.788738610243946,-122.42229977185146,99.06,427.62,30.43,18.84,4.5,39.49,21.91,80.47,8.39,0.88,Medium
2020-02-19 13:19:41,37.784836253776206,-122.4009466147522,112.13,399.77,24.54,21.83,8.07,72.77,35.11,64.19,2.92,2.03,Medium
2022-04-22 23:45:34,37.78013404154581,-122.42541659216862,100.49,359.44,21.76,15.79,10.33,40.55,37.03,69.23,7.21,0.89,Low
2025-04-27 10:15:58,37.783119866077385,-122.4125288291898,107.6,406.39,58.9,23.14,12.77,39.31,28.44,39.08,2.32,2.52,Medium
2022-02-17 17:00:18,37.78731746342463,-122.42442776026374,96.19,377.55,47.95,24.04,6.29,50.61,34.81,81.62,7.83,2.64,Medium
2020-07-14 10:52:47,37.79097664431352,-122.4235125245473,97.17,393.66,12.11,15.61,11.3,43.11,29.32,43.65,7.06,1.54,Medium
2021-08-12 08:40:17,37.7909471049287,-122.40937323942873,114.2,359.11,46.62,19.11,7.13,39.47,18.48,59.75,3.66,1.31,Medium
2024-06-17 22:53:35,37.7742408826946,-122.41198237910514,134.53,403.84,50.68,22.32,6.44,50.17,20.2,74.67,1.99,2.55,Medium
2024-05-17 08:05:24,37.75615783820236,-122.4103401301465,138.5,436.47,29.39,15.81,5.12,52.49,28.45,51.04,3.04,2.79,High
2022-07-04 02:14:39,37.78448486738612,-122.419430283699,99.06,400.54,39.88,11.1,9.6,61.81,32.77,42.78,8.88,1.75,Medium
2020-09-11 18:44:25,37.79080248773813,-122.42881401980004,129.79,445.22,41.73,15.21,11.33,44.91,18.32,40.06,3.6,1.31,High
2025-06-10 15:30:36,37.76068318840959,-122.41158966396978,89.95,394.46,28.99,21.26,4.36,41.52,20.19,66.19,9.32,0.16,Medium
2022-01-23 18:42:59,37.775998258548874,-122.43375495526803,80.06,417.66,37.74,25.0,4.7,46.8,21.28,75.48,3.36,1.39,Medium
2020-02-25 19:43:01,37.79175677339506,-122.43425503758243,111.2,381.72,67.5,26.46,8.73,45.9,30.05,65.77,0.64,0.24,High
2024-07-11 06:16:49,37.7662016345465,-122.42427900202262,87.21,400.81,56.8,11.97,10.5,33.28,18.51,53.76,8.13,2.69,Medium
2024-10-02 05:07:35,37.79006817350342,-122.43887959146296,146.13,368.99,9.33,18.83,11.98,67.09,22.39,58.59,6.7,2.18,Low
2022-12-06 05:54:56,37.7642432173689,-122.42886106217225,82.65,382.07,30.86,22.53,6.3,40.6,18.42,47.27,1.04,0.31,Medium
2020-09-24 04:58:59,37.77987490791695,-122.41326841836394,84.93,416.03,40.56,21.07,13.35,48.4,29.13,82.01,9.33,0.55,Medium
2023-09-04 15:31:19,37.771438630668406,-122.43115189136392,141.36,396.07,20.48,32.73,10.63,54.64,29.37,59.17,1.14,1.39,Medium
2024-03-22 15:17:06,37.79141149541546,-122.43466551088595,125.2,392.36,43.09,16.0,4.64,45.38,29.42,57.43,6.78,2.65,Medium
2021-10-24 11:56:05,37.7698859687606,-122.43208258714863,110.1,434.28,40.93,13.57,11.51,54.68,18.31,58.97,2.63,1.17,High
2025-06-26 10:25:16,37.7754033561253,-122.41683220832805,114.59,407.22,26.29,31.59,7.92,51.8,29.42,80.4,3.11,0.23,Medium
2024-06-03 06:37:08,37.77086437402299,-122.4227824393496,108.56,427.17,26.88,18.94,12.84,44.12,23.85,79.61,1.33,2.42,Medium
2025-11-03 14:00:06,37.7549938989547,-122.42960800507993,127.64,394.75,56.2,11.49,5.44,50.62,19.59,86.72,2.98,2.56,Medium
2022-05-15 07:32:19,37.78777205837017,-122.40862997763033,121.77,369.36,24.92,20.22,4.83,26.97,27.51,54.99,6.59,2.7,Low
2020-01-17 23:43:44,37.77989775081632,-122.41024517962045,145.23,427.33,36.81,14.88,14.11,48.58,34.63,43.27,0.87,2.64,Medium
2024-08-20 06:03:28,37.76004062673777,-122.43835366630707,128.18,416.1,36.85,18.45,7.63,34.36,18.37,49.88,8.14,1.85,Medium
2022-11-27 07:31:19,37.77421240373314,-122.42647715726376,138.73,355.86,47.11,9.78,9.24,37.0,36.27,68.47,5.82,2.88,Medium
2022-03-04 22:56:49,37.75907921267016,-122.4105892830421,128.11,351.32,46.74,13.52,10.57,44.32,34.79,59.65,6.55,0.66,Medium
2025-07-08 01:05:30,37.76578010294924,-122.41048226302442,94.43,400.72,25.58,10.39,4.54,67.58,32.9,46.75,0.6,2.33,Medium
2025-11-12 17:50:41,37.786655826207785,-122.40442341783213,139.57,381.72,45.53,21.17,12.07,44.37,36.84,83.83,1.47,2.23,Medium
2024-03-01 07:11:58,37.772461659552846,-122.43488812324533,129.41,383.73,38.01,25.41,6.08,57.35,21.66,70.35,3.61,2.58,Medium
2023-04-04 14:58:20,37.793526126990656,-122.4388057550997,113.68,385.01,11.43,6.14,13.7,60.74,31.72,80.83,2.87,1.83,Medium
2021-10-25 22:58:16,37.786007215051,-122.40984794466927,142.51,385.61,52.63,-0.08,11.34,42.32,22.59,48.18,4.04,0.69,Medium
2024-06-26 10:23:28,37.791437787939024,-122.42303098079232,132.38,392.28,29.32,24.79,10.1,49.95,36.21,87.93,4.57,0.59,Medium
2021-05-18 13:57:15,37.78635932137184,-122.4386775912096,113.79,396.9,49.32,13.29,10.77,39.71,29.9,78.66,9.9,2.04,Medium
2020-04-25 12:58:25,37.78845551596503,-122.43810706938696,116.41,443.98,58.17,31.7,7.63,40.97,30.31,73.0,4.34,2.63,High
2024-10-19 09:05:48,37.78324723354048,-122.43482247345932,101.38,380.52,27.9,29.93,10.3,33.51,21.94,84.26,1.5,2.12,Medium
2022-10-02 03:05:42,37.78201579673985,-122.41651781443274,113.61,445.0,34.16,32.26,11.64,38.75,31.19,85.03,9.83,0.59,High
2022-05-24 14:54:56,37.75497248135477,-122.43044727655774,103.83,381.88,35.15,22.09,6.17,34.09,24.61,36.08,1.78,2.09,Medium
2021-10-17 21:15:07,37.78199215837193,-122.42781669181316,120.4,416.43,33.33,32.1,4.61,39.36,19.17,51.8,2.0,0.52,Medium
2024-12-12 16:47:19,37.7591450167426,-122.41185419790942,148.51,390.74,38.71,21.31,6.62,49.17,22.98,53.8,2.1,1.74,Medium
2022-11-15 21:58:05,37.755080179239215,-122.42686895955447,116.87,381.88,31.07,7.15,6.88,56.85,32.61,59.93,7.0,1.08,Medium
2024-05-03 02:51:22,37.79175830944866,-122.40025976132269,80.75,368.24,19.78,34.29,6.75,51.03,37.62,68.75,8.04,0.26,Low
2022-10-12 15:30:43,37.767695183066714,-122.41553368432011,122.34,433.77,33.98,11.08,7.95,48.14,21.27,36.85,1.84,1.83,High
2021-08-09 06:15:18,37.768075122681374,-122.41588818379734,139.31,420.32,30.93,19.67,8.06,36.98,37.39,73.13,1.17,0.57,Medium
2024-12-12 02:39:53,37.756033498015334,-122.40625878961673,135.18,421.96,22.83,15.77,6.52,35.96,28.17,61.22,3.07,0.09,Medium
2021-03-26 22:02:54,37.758046482332574,-122.43252505189842,84.15,355.04,41.68,3.74,5.21,51.82,31.45,73.73,5.81,2.71,Medium
2025-06-05 13:52:44,37.77755184574897,-122.42346398133562,99.92,387.69,23.15,30.61,13.67,51.18,19.96,59.0,9.64,2.5,Medium
2021-01-12 05:18:42,37.7905861166748,-122.42058106721291,116.95,409.6,52.5,27.22,8.74,45.8,35.26,59.69,1.1,1.43,Medium
2025-09-15 17:34:49,37.77042532324009,-122.43256958866198,95.88,355.87,55.89,9.68,8.18,54.13,23.16,62.03,9.77,1.0,Medium
2020-12-19 13:06:44,37.758485270932184,-122.40103058258704,130.1,410.54,43.18,27.7,4.32,66.97,35.17,87.63,5.24,2.79,Medium
2024-10-14 06:28:51,37.78893113961331,-122.4224427785988,84.65,400.11,33.91,25.87,10.3,35.81,32.92,55.81,5.0,1.89,Medium
2021-06-27 03:39:50,37.78281887163695,-122.43933682315688,141.01,387.49,2.54,19.24,6.3,34.49,32.55,71.81,1.18,2.24,Medium
2024-09-28 09:43:45,37.765353135837636,-122.40000168121496,101.68,379.78,23.7,22.18,10.38,48.76,36.24,75.64,2.38,2.53,Low
2024-07-13 07:48:53,37.78704167107306,-122.39957583192786,97.69,405.19,45.37,-1.66,5.84,35.76,26.87,44.41,8.8,2.11,Medium
2021-06-01 20:38:46,37.77057764759154,-122.41979982996942,87.73,356.21,25.78,20.72,8.2,35.31,26.53,42.66,0.71,2.61,Low
2022-06-16 09:53:28,37.782534140173595,-122.40792125406253,88.14,369.15,38.49,19.31,11.4,43.48,18.97,43.17,4.43,1.45,Low
2022-04-15 04:12:50,37.77446536126864,-122.40764626828528,126.3,399.22,23.19,22.29,13.68,60.82,37.37,40.22,4.21,1.22,Medium
2024-09-10 14:27:13,37.79040252287265,-122.4205695043045,141.47,364.85,55.94,26.88,9.7,55.86,25.96,63.25,8.13,1.12,Medium
2023-12-16 14:28:44,37.76919878582007,-122.43676423927153,91.69,400.5,36.89,9.15,5.25,53.18,26.39,88.1,7.0,2.38,Medium
2022-07-21 09:03:04,37.76748326186185,-122.43131667339968,146.68,369.74,19.76,18.25,6.09,36.23,37.99,49.74,3.62,1.98,Low
2020-04-28 17:18:02,37.790300612981895,-122.4305389139239,112.45,426.76,33.98,20.64,12.8,54.08,18.19,57.16,9.12,2.22,Medium
2022-11-05 00:08:16,37.775720821345665,-122.41318467202146,109.29,411.16,43.62,23.41,7.5,33.11,26.16,72.81,2.87,1.92,Medium
2023-09-15 22:52:52,37.79462654955734,-122.43515631800207,96.31,400.27,18.97,7.81,10.14,40.78,31.74,72.08,2.6,0.1,Medium
2024-03-11 02:18:09,37.77509499260381,-122.40391573949925,105.07,417.66,20.12,5.3,14.32,63.36,27.93,51.83,9.31,1.77,Medium
2021-12-21 10:43:50,37.79332912352913,-122.41941803350929,87.85,375.91,2.43,18.18,10.57,44.8,37.48,35.45,9.04,2.79,Low
2025-10-03 05:28:14,37.78105058012373,-122.43838109233059,84.45,415.6,35.82,7.8,6.46,45.5,21.41,62.48,6.14,0.45,Medium
2022-05-23 19:12:12,37.79438857819325,-122.40413301958853,107.63,380.7,55.72,9.24,11.15,50.39,18.49,78.49,0.61,0.88,Medium
2025-01-26 02:06:43,37.79144043867325,-122.42277282819349,112.16,460.25,49.99,8.23,9.85,56.82,32.96,84.83,8.7,2.02,High
2022-08-05 01:43:59,37.78358876924042,-122.40608273406428,131.99,428.9,47.63,21.05,8.2,49.09,31.31,46.76,6.74,1.27,Medium
2022-08-10 07:19:07,37.76616717417898,-122.42017319550779,111.36,427.5,32.67,12.03,5.61,40.01,23.64,47.83,7.47,0.09,Medium
2020-04-04 02:04:02,37.79216259920032,-122.41108477219053,132.35,414.96,27.15,16.46,11.17,39.83,32.79,57.97,7.5,0.34,Medium
2025-12-25 19:25:42,37.78706436984245,-122.40772155942133,88.9,367.79,21.03,17.14,5.42,36.09,29.12,57.63,9.5,0.38,Low
2021-05-09 13:39:13,37.76845879704692,-122.4336767441833,140.05,426.72,19.57,11.29,15.68,62.51,19.76,71.75,9.01,0.17,Medium
2025-10-20 19:47:55,37.76037866538177,-122.41912919837128,88.86,399.21,54.07,18.87,7.6,28.04,37.84,72.77,8.49,1.24,Medium
2024-09-08 01:59:15,37.7630228237168,-122.4233219230154,139.2,432.3,19.58,25.42,12.94,55.08,24.85,39.61,9.93,0.38,High
2025-06-10 15:10:31,37.76806022918649,-122.42374182916822,98.35,353.32,23.02,5.97,8.28,63.06,36.87,37.3,5.28,1.75,Low
2025-05-17 08:51:12,37.78904519714112,-122.42972289087523,141.34,404.88,41.45,15.37,7.77,44.42,18.58,72.94,5.08,0.37,Medium
2024-03-28 13:40:29,37.77512969193422,-122.40671591467989,140.27,420.66,26.39,33.67,13.82,53.53,25.0,85.44,1.77,2.01,Medium
2024-07-11 10:58:46,37.76822030532209,-122.42445734855843,95.0,364.94,60.09,19.82,7.83,50.88,32.5,73.4,3.45,0.3,High
2023-02-27 23:31:43,37.75528801419692,-122.43379820751463,102.55,424.06,25.98,21.11,7.52,50.27,36.25,77.93,7.68,1.82,Medium
2022-08-12 08:37:25,37.77202493471274,-122.43157168993444,81.95,393.79,37.77,20.58,8.99,39.74,35.24,81.16,6.7,1.51,Medium
2022-01-26 22:13:05,37.78879624539717,-122.42512400451301,87.58,407.94,54.39,15.5,7.5,42.79,20.95,78.83,1.1,2.06,Medium
2020-02-12 14:35:59,37.75948181198346,-122.4268245983573,136.71,378.66,26.59,6.31,9.32,33.36,33.24,77.54,8.81,0.08,Low
2025-05-18 09:22:53,37.765483884475245,-122.4186199258094,111.54,391.05,35.36,17.94,10.95,62.29,32.73,66.42,1.13,0.35,Medium
2024-01-22 19:32:40,37.78265381545089,-122.41358405302749,128.12,365.38,26.08,26.16,10.19,67.18,25.47,73.61,8.44,2.06,Low
2024-01-03 00:28:50,37.782092435664055,-122.41705082225901,123.75,378.0,28.55,29.91,6.22,45.82,18.82,48.79,7.05,2.56,Low
2025-01-16 16:56:19,37.761363918238324,-122.43466583594693,133.25,398.11,44.31,25.14,8.74,46.48,30.34,67.93,3.28,2.05,Medium
2022-03-28 22:03:19,37.7589506072395,-122.40449703922809,115.53,394.4,29.02,29.31,5.13,36.82,29.21,36.2,5.45,1.18,Medium
2025-01-22 12:11:09,37.794285774774934,-122.43386938624492,110.08,354.67,15.28,18.95,14.32,17.83,37.83,86.02,3.42,0.33,Low
2025-08-23 14:16:52,37.78926521439005,-122.43026577543284,95.41,417.51,39.93,24.22,8.3,20.21,27.29,48.94,5.3,0.09,Medium
2020-02-17 04:42:21,37.78130475611985,-122.40595682899333,130.29,384.75,35.37,21.4,9.1,52.9,32.95,59.26,7.47,1.88,Medium
2025-05-28 18:20:23,37.77221892199359,-122.43655901729402,114.15,416.48,36.49,35.18,6.83,51.87,19.72,86.51,4.09,1.73,Medium
2023-03-07 09:22:05,37.76893688379863,-122.40217882929304,135.98,392.75,1.22,27.25,4.88,38.82,18.84,69.31,5.84,1.21,Medium
2022-08-23 11:46:01,37.770809159024914,-122.4222754572101,141.62,417.91,42.54,32.96,9.16,46.67,23.0,64.43,7.05,2.04,Medium
2021-12-01 10:25:54,37.76781604274312,-122.42014904192689,123.21,367.73,30.12,20.11,9.69,39.09,25.1,57.39,4.39,1.63,Low
2020-10-12 01:41:19,37.774743019140026,-122.43263584398316,88.83,438.88,36.93,25.3,4.88,61.88,36.18,70.09,7.81,1.11,High
2023-03-10 16:58:42,37.76884036599129,-122.43411732756924,98.61,388.48,34.28,24.74,11.95,55.14,29.81,86.41,0.58,0.14,Medium
2020-09-22 16:55:33,37.77327933204201,-122.3997288448666,95.88,455.79,33.61,30.15,11.57,46.9,27.62,46.33,8.37,1.61,High
2022-01-10 14:06:35,37.77887174265242,-122.42034646826022,145.3,400.05,25.25,28.15,9.96,53.34,36.84,38.54,4.32,0.07,Medium
2025-08-03 18:05:39,37.78649542951808,-122.41401860266535,117.29,404.23,16.44,13.63,7.42,57.92,28.03,63.65,4.76,0.77,Medium
2020-10-03 02:19:27,37.76384111289206,-122.43717308740183,135.83,409.42,22.5,13.33,6.92,42.61,34.82,63.24,1.82,0.71,Medium
2023-05-21 13:24:26,37.75659337970073,-122.41405858825534,97.4,398.95,47.34,14.05,4.56,37.31,21.38,77.62,1.73,1.36,Medium
2022-03-10 14:55:15,37.78551329723739,-122.40794712775455,119.66,397.67,37.81,25.48,4.75,37.27,19.53,79.58,9.78,1.93,Medium
2020-04-06 15:28:35,37.79261650845567,-122.41053952880625,86.17,418.15,40.7,25.66,11.53,49.08,26.08,47.18,5.36,1.65,Medium
2021-01-21 15:14:53,37.790989824923855,-122.40437131853764,136.1,399.09,14.15,20.14,11.63,39.0,23.05,75.25,2.06,1.05,Medium
2024-06-11 00:24:41,37.77711053290432,-122.43540272491782,136.35,410.3,52.4,9.84,5.37,51.8,35.69,68.89,4.57,0.55,Medium
2020-06-19 06:49:13,37.79108421012452,-122.42577332716712,106.4,401.67,45.82,17.22,5.12,36.95,29.8,73.24,3.77,2.08,Medium
2022-09-09 23:02:25,37.76494633605434,-122.41523178080547,141.59,413.72,23.42,6.95,12.01,24.47,22.57,80.22,3.31,2.12,Medium
2020-12-27 11:21:07,37.78430092792713,-122.4318551792383,87.94,444.9,39.81,24.35,9.6,51.29,26.86,69.8,8.7,0.24,High
2023-08-15 11:42:50,37.771277917505095,-122.40434744120337,100.86,365.26,12.5,29.44,11.16,45.97,36.25,49.63,4.89,1.65,Low
2024-05-23 23:21:38,37.75522432787545,-122.43902989910256,112.24,389.29,34.87,10.93,11.09,27.06,21.34,57.39,2.71,1.6,Medium
2024-07-06 11:24:53,37.78173898837943,-122.40924249262234,87.73,413.49,25.73,19.54,3.46,51.31,28.55,63.46,9.28,1.65,Medium
2020-09-21 20:27:47,37.77219585440741,-122.40625331425865,137.6,414.86,23.96,11.82,4.83,55.47,22.6,35.05,7.29,0.51,Medium
2021-07-20 12:46:43,37.7937229333051,-122.41075747786321,102.62,376.36,28.53,4.8,4.98,48.6,21.78,82.27,2.93,1.14,Low
2024-11-17 00:30:49,37.78224798182899,-122.43861267138475,131.49,434.14,34.32,20.21,10.68,39.59,31.8,83.62,2.47,2.75,High
2024-07-19 00:08:17,37.759138236453765,-122.43491035712033,100.39,345.9,49.75,23.69,8.75,53.09,18.11,45.25,1.45,1.09,Medium
2023-08-15 04:44:05,37.788179602124416,-122.41652606684438,120.87,456.99,26.65,20.28,9.13,38.44,37.17,42.81,3.39,2.47,High
2024-11-20 09:28:47,37.76594344353957,-122.43070209463968,97.79,403.28,41.35,19.92,6.42,53.11,25.27,60.55,9.8,0.52,Medium
2020-09-02 22:57:51,37.76942530361038,-122.40561163331697,109.29,450.67,24.28,10.0,9.12,32.14,27.38,53.38,1.52,0.44,High
